,publish_date,headline_text
29059,20031001,melbournes flinders street to get makeover
29060,20031105,ashrawi delivers message of hope
29061,20030807,town will fight to paint its bridge red
29062,20030916,anglers to oppose marine park extensions
29063,20031009,murphy fastest in bathurst practice
29064,20031101,kirkland and carragher sign new liverpool deals
29065,20030516,summit meets to reverse indian spin slide
29066,20030907,russian film wins golden lion at venice festival
29067,20030528,govt considers separate fishing laws for
29068,20031117,weather whips up burn offs in tas
29069,20031119,abc must boost efficiency alston
29070,20030825,family institute releases same sex adoption report
29071,20030319,safety bureau releases ship crash findings
29072,20030513,pm rules out royal commission into child sexual
29073,20030707,cars left dry after pub visit
29074,20031228,canada warns us on cow link
29075,20030502,atsb releases ship death report
29076,20030811,arnie heats up polls in political race
29077,20030415,five to face tribunal
29078,20030930,maher confirmed for ers opener
29079,20031002,soccer stars ordered to cooperate in rape probe
29080,20030820,ruddock a very effective fundraiser
29081,20031118,fortress london ready for bush visit
29082,20030403,suspected militants kill toddler and parents in
29083,20031030,nt warns mozzie plague on the way
29084,20030820,wheat prices tipped to stay strong
29085,20031029,albury firm receives henty health tender
29086,20030827,authorities close in on renegade fishing vessel
29087,20030702,qld to push for crossbow licences
29088,20031125,senior georgian minister resigns
29089,20030412,up to dead wounded in mosul fighting
29090,20030728,chelsea wins asia cup in penalty shoot out
29091,20030331,qld nsw farmers get drought pest control funds
29092,20030901,arsenal rally for fourth win as man u lose
29093,20031006,fishers await river dredging
29094,20030918,north meets south in rail line
29095,20030808,farmers upset with water plan delay
29096,20030413,garner defends us troops over civil order efforts
29097,20030602,bush chirac hold first meeting since iraq
29098,20030831,lawyers group proposes reforms for united nations
29099,20031011,injuries hit aussie bowlers
29100,20030813,residents to be quizzed over reef plan
29101,20030826, still without power in nsw
29102,20030428,new support group for asbestos sufferers
29103,20030813,us soldier killed in blast near baghdad
29104,20030908,two found guilty of snowtown murders
29105,20031008,us prosecutors to appeal against sept court
29106,20030423,paradorn slips to heavy barcelona defeat
29107,20030725,nsw govt urged to fast track crown land assessment
29108,20030927,roosters down dogs to reach decider
29109,20030430,chelsea not sharing stamford bridge with fulham
29110,20031117,nigerian president meets mugabe
29111,20030526,lomu left out because of fitness doubts
29112,20030923,eight dead in venezuela as gang fires on wake
29113,20030320,valencia ajax inter complete champs league last
29114,20031010,burma thanks asean nations for lack of criticism
29115,20030728,housing prices on the rise again
29116,20031019,iran joins talks on allowing tough nuclear checks
29117,20031105,leeds slug viduka with fine
29118,20030908,jungle theory revives britains lord lucan mystery
29119,20030320,analysts speculate on wars progress
29120,20031012, missing after nigerian ferry accident
29121,20030813,ethanol boss denies special treatment from pm
29122,20030312,more than workers to lose their jobs in bank
29123,20030417,nats claim figures prove long hospital waiting
29124,20030224,five figure price tag for australias oldest bottle
29125,20030902,kelly accepts merger submissions
29126,20030525,motherwell celebrate relegation reprieve in style
29127,20030323,pilot prince mourns helicopter dead
29128,20030301,arab foreign ministers meet for iraqi summit
29129,20031124,share market remains steady
29130,20031007,japan maintains right to participate in nuclear
29131,20030328,supplementary election needed for two councils
29132,20030417,council rethinks support for tourist bureau
29133,20030424,united expecting charges to bring fines
29134,20030426,us denies plans to cut east timor aid
29135,20030930,lappin to join lions on ticker tape parade
29136,20031213,three die in adelaide hills crash
29137,20030708,positive aspects of culture on show
29138,20030828,study shows why boy bees have no dads
29139,20030716,port arthur visitor numbers at all time high
29140,20031209,local govt elections may be delayed
29141,20030505,alonso gives spanish fans something to celebrate
29142,20030707,philippoussis vows to try again
29143,20030622, saved from capsized refugee boat
29144,20030721,girl injured after falling from thredbo chairlift
29145,20031010,rugby world cup kicks off in sydney
29146,20031019,englands greenwood sent home on compassionate leave
29147,20031205,allenby shoots clear at huntingdale
29148,20030825,mp airs boundary change concerns
29149,20030522,low carb diets quicker but less effective study
29150,20030805,pyongyang urges washington to drop hostile policy
29151,20030716,increase parking fees to help fund perth projects
29152,20030504,red cross renews call for access to iraq pows
29153,20030524,volunteers help to fence in fire ravaged farms in
29154,20030424,crawford chosen for boomers side
29155,20031231,longreach urged to use less water
29156,20030401,rumoured stanbroke sale to attract huge buyer
29157,20030314,eagles to face demons without matera brothers
29158,20030718,alleged afghan warlord in british court on torture
29159,20030328,photographer boycotts gallery over lodge plan
29160,20030829,international forum planned for great barrier reef
29161,20030920,spain closes on cup final feeble henman beaten in
29162,20030907,outback qld returns to normal after birdsville cup
29163,20030404,hurricanes defence withstands desperate reds
29164,20030514,centaur survivors to attend caloundra ceremony
29165,20030302,war protest begins outside us embassy
29166,20030719,scientists drill through ice caps
29167,20030805,nt kidney disease triple the national average
29168,20031113,bulldogs snare rawlings
29169,20031130,union holds back on irc action in govt pay
29170,20031224,business shows interest in latham appointment
29171,20030419,barrichello leads free practice
29172,20031229,govt to consider child custody proposals
29173,20030602,record crowds may see new ferry
29174,20030925,gale force warning as winds lash tasmania
29175,20030909,probe continues into lake sewage spill
29176,20030403,israel poisons crops of bedouin squatters
29177,20030506,small surplus modest growth target vic budget
29178,20030912,bok race row pair to square off in domestic match
29179,20031014,public meeting to discuss land reclassification
29180,20030724,river body not considered suspicious
29181,20030303,bumper grain year ahead farm forecaster
29182,20030227,qld govt may extend vehicle rego to lawnmowers
29183,20030304,clark defends wifes public funded holiday
29184,20030613,dam supply getting lower
29185,20030227,turkey ready to stamp troops deal with us
29186,20030609,police crack down on holiday road safety
29187,20030531,un approves congo peacekeeping force
29188,20030831,latrobe valley power workers face asbestos
29189,20030827,sport and rec officers join pay strike
29190,20031222,bribery alleged in new alp branch
29191,20030311,car theft down in victoria
29192,20030605,winners and losers under new rates system
29193,20030326,turkey may scale back iraqi border force
29194,20030812,new oat variety proves resistant to leaf rust
29195,20030604,woman accused of series of attacks
29196,20030619,reef rezoning plan sparks boat safety fears
29197,20030909,immunology expert wins pms prize
29198,20030806,fraser is restrictions spark concerns
29199,20031018,england hit back at nonsense rolling maul claims
29200,20030819,burnt milk powder buried after blaze
29201,20030428,tragic long weekend on south east roads
29202,20030701,star coast jockey cops wk suspension
29203,20030910,democrats criticise megawatis bali no show
29204,20031216,project to repair arts centre underway
29205,20030624,man charged over hit and run
29206,20030407,nt cabinet heads to borroloola
29207,20030928,ruud claims hat trick as man u demolish leicester
29208,20030714,epa calls for report after port kembla copper
29209,20030315,kazakh vinokourov dedicates stage win to kivilev
29210,20030325,remote communities to get improved air access
29211,20030616,wineries set for marketing push
29212,20031008,pakistan conducts missile tests
29213,20030312,dead babys twin sister remains in qld hospital
29214,20031006,study aims to ease teens moving trauma
29215,20030806,death toll rises in portugal fires
29216,20030503,four treated after serious car truck collision
29217,20030623,roddick ready to roll at wimbledon
29218,20030502,states reject health fund deal
29219,20030307,firefighters contain asphalt factory blaze
29220,20030709,crean questions pms credibility on iraq
29221,20031105,costello returns for ireland against france
29222,20030418,river plate to face corinthians in libertadores cup
29223,20030224,norah jones dont know why wins song of the year
29224,20030227,farmers concerned over ag dept job cuts
29225,20030909,call for buses to replace unprofitable bush rail
29226,20030221,qantas says it has no info as prime terrorist
29227,20030701,portsmouth boss opens arms to teddy
29228,20030410,restrictions for melbourne as water cost rises
29229,20030720,evidence suggests second n korea nuclear site
29230,20030929,lions coach not expecting player exodus
29231,20031014,attacks kill two us soldiers in iraq
29232,20030616,police minister demands explanation for detained
29233,20030711,report warns of need for gm controls
29234,20030510,kangaroos down hawks
29235,20030616,act bushfire inquest to start in september
29236,20030903,south west launch for school watch
29237,20031204,crowe commands attention at coffs screening
29238,20030312,diet con wont leave until accc case ends
29239,20030716,ato worker jailed for tax fraud
29240,20030305,study reveals politicians considered power seeking
29241,20030809,lions beat pies while crows hawks saints win
29242,20031020,health service highlights whooping cough prevention
29243,20030528,pm defends a night hotel bill
29244,20030307,berri barmera council gives field day road priority
29245,20030603,aba suspends wagin radio licence
29246,20030519,cipo edges mcewen to equal giro record
29247,20030503,killer flood worst in five centuries
29248,20030713, killed as bus falls into river in indian kashmir
29249,20030330,harrington haas lead players tiger lurks five back
29250,20031221,man dies in trawler accident
29251,20031111,bushrangers off to strong start
29252,20030417,bedtime a boar for german couple
29253,20030408,french champions lyon question confederations cup
29254,20030612,history of us open
29255,20031021,man pleads guilty to burglary
29256,20030516,latif goes easy on akhtar
29257,20030909,iran urged to come clean about nuclear program
29258,20030901,maryborough hoping to clean up at awards
29259,20031213,rain aids fortescue bay firefighters
29260,20030417,man sentenced for axe attack
29261,20031217,lobster tariff decision next year
29262,20030527,refurbished meatworks set to reopen
29263,20030718,vandalism sparks move to limit reserve access
29264,20031227,unlikely australians were in bam downer says
29265,20030414,dew sidelined for weeks
29266,20030325,remote communities to get improved air access
29267,20030828,police charge three over sydney heroin haul
29268,20030828,three die in kashmir gun battle
29269,20030716,community resource centre opens
29270,20031210,man charged over melbourne siege
29271,20030713,daly pulls out of scottish open
29272,20030712,wild wind gusts whip up melbourne
29273,20030721,waugh gives top end tests the thumbs up
29274,20031006,recalled parliament should do full days work latham
29275,20031126,police probe rail death
29276,20031025,enqvist on track for fourth stockholm title
29277,20030728,roundtable rules out youth curfew
29278,20031204,clark convicted and fined 
29279,20030902,silverstone track protestor freed
29280,20031128,wa opposition steps up regional hospital campaign
29281,20030629,mother who claims she lives in car offered rent
29282,20030918,hanson lawyer quiet on high court speculation
29283,20030319,forget australia sven
29284,20030403,pm to open railway line
29285,20031204,action urged against grape growers using
29286,20030730,alternative power company critical of govt inaction
29287,20031201,satellite to get extended life
29288,20030303,algeria offers stirring welcome to chirac
29289,20031223,uk convicts albanian sex trafficker
29290,20030624,indian couple in world record wet wedding
29291,20030410,british court clears the way for designer baby
29292,20030506,detective testifies against hanson
29293,20030723,suspended policeman seeks court re trial
29294,20030226,erosion chemicals threatening reef report
29295,20030325,small blast rocks british council in beirut
29296,20030525,hostages held after bombay airport guard shoots
29297,20030508,burke calls for compromise on world cup agreement
29298,20031020,png reaffirms one china policy
29299,20030730,nlc to back turtle recovery plan
29300,20030728,indigenous owned job agency looking for locals
29301,20030419,baxter protest numbers well down ruddock
29302,20030720,rebels thrust toward heart of liberian capital
29303,20030603,pedestrian killed in tasmanias north west
29304,20030630,ama says medical indemnity insurance crisis fare
29305,20030327,blast rocks burma capital killing one
29306,20030417,firms woes shouldnt reflect on local economy
29307,20030718,principals welcome security review
29308,20031126,act rejects australia day celebrations
29309,20031213,police silent on possible gangland murder link
29310,20030220,melbourne man receives massive compo payout after
29311,20031123,missing truckies family appeal for information
29312,20031222,lockerbie victims families keep pressure on libya
29313,20030712,mayo relishes tour re match with armstrong
29314,20031101,adventurer two days from completing marathon feat
29315,20030421,police defend baxter raid
29316,20030706,latham sticks by crean on negative gearing
29317,20031026,govt denies using appeal money to buy hospital
29318,20030426,factories burn on gold coast
29319,20030927,more americans drop under poverty line
29320,20031202,auspine resumes business after blaze
29321,20030816,convention centres eis questioned
29322,20031113,b samples positive for four us athletes
29323,20030825,irrigators group waters down offer
29324,20030519,thousands tipped to sign anti nuclear petition
29325,20030930,connery leaves his mark at london premiere
29326,20030710,nt xi bangladesh game begins at marrara
29327,20031024,johnsons sympathy for weakened samoa
29328,20030815,prisoner suspected of cutting off brisbane
29329,20030306,mim to go ahead with m rolleston mine
29330,20030930,uni staff put national strike to vote
29331,20030823,nt landcare award winners announced
29332,20031007,market slightly up on mixed show from blue chips
29333,20030426,vieira in doubt for arsenal title run in
29334,20031222,steps needed when leaving pets at home
29335,20030630,mountain bus crash kills in colombia
29336,20031031,qld adds samples to national dna criminal database
29337,20030825,funds to address heritage conservation
29338,20030303,irymple favoured to become home to new ambulance
29339,20030714,feral cats bombarded with baits
29340,20031009,suicide bomber detonates at israeli checkpoint
29341,20030425,police identify remains found in wa
29342,20030402,residents push on for better tv reception
29343,20030620,errol flynn memorabilia goes on show
29344,20031115,top ranked us twins face french duo in masters
29345,20031002,world must pressure israel over nukes arab league
29346,20030425,beef expo about to open
29347,20030604,nsw govt to decide on rail line upgrades
29348,20030401,independent schools defend anti bullying policies
29349,20030301,curbishley named manager of the month
29350,20030805,kentucky streams flow with bourbon
29351,20030901,clubs gamble on ad campaign stopping pokies tax
29352,20030403,locals dispute skate park site
29353,20030624,scud leads aussie day two charge
29354,20030911,maths trouble linked to brain coding system
29355,20031014,swim coach hodge denies allegations
29356,20031123,airport prepares for onslaught of rugby fans
29357,20030923,british political columnist hugo young dies
29358,20030408,ama welcomes cap on patient payouts
29359,20030621,us promotes gm foods as answer to world hunger
29360,20030702,deep sea probe goes missing
29361,20030221,counsel begin summing up at warnes doping hearing
29362,20030402,hk leadership struggles with sars panic
29363,20030505,motorcyclist slides under truck in sydney
29364,20030724,govt urged to plan for evacuations from s korea
29365,20031126,oneill still optimistic celtic can reach last 
29366,20030825,former baseball player wins mobile phone throwing
29367,20031205,australian dollar marches on
29368,20030731,gp group looks to after hours medical centre
29369,20031031,housing boom steps up rates pressure
29370,20030729,act teachers may follow nsw strike lead
29371,20030827,el guerrouj looks for fourth title
29372,20030415,psa welcomes extra family youth services staff
29373,20030918,opposition critical of police offer to png
29374,20030506,contact rule to be put under the microscope
29375,20030901,woman dies in melbourne house fire
29376,20030429,mortimer rules out appeal
29377,20031222,fears held for immigrants after boat sinks near
29378,20030318,long held race meet prepares to wind up
29379,20030424,us warns iran off meddling in iraq
29380,20030718,boks blacks rivalry burns as bright as ever
29381,20030821,woods withdraws from matchplay event
29382,20031106,professor donates priceless chinese ceramics to
29383,20030619,beckham warms to spanish future
29384,20030813,argentina moves to annul junta immunity
29385,20030521,watson hints at long stay with tasmanian tigers
29386,20030629,france and cameroon ready for emotional homage to
29387,20030708,dpp awaits report on magistrates conduct
29388,20030308,broadway strikes over orchestra job cuts
29389,20030730,new levy to help market pork
29390,20030318,nats talk water infrastructure
29391,20031102,di vaio rescues a point for battling juve
29392,20030630,some say sa rain spells end of drought
29393,20030223,tight security to greet cricketers in zimbabwe
29394,20030419,good friday not so crash hot for good samaritan
29395,20030418,sars babies fighting for their lives
29396,20030929,kelly makes history for nationals
29397,20030721,solomons deployment short term hill
29398,20030720,canadian woman dies from sars
29399,20030514,amp credit ratings downgraded
29400,20030418,world famous diet doctor dies after fall
29401,20030718,ex marine wont fight extradition to uk over
29402,20031017,eu brazil pledge to help australians escape
29403,20030829,graziers consider livestock suspension trade off
29404,20031015,mining company remains silent in senate uranium
29405,20031014,dvd market explodes but so does piracy
29406,20030615,france prepares for life without zidane
29407,20030823,teachers to vote on act govts latest pay offer
29408,20030503,black unsure of future
29409,20030716,bureau predicts rainfall across australia farmers
29410,20031031,east timor ceremony held for slain journalists
29411,20031030,craft enthusiasts head to deloraine
29412,20030629,builders group denies price hike
29413,20030421,nigeria on edge as results counted in landmark
29414,20030527,extra funds for juvenile bail scheme
29415,20030409,players assoc concerned over finance investigation
29416,20030531,eu summit opens in saint petersburg
29417,20030705,carr defends qld visit
29418,20031016,mp calls for agricultural college investigation
29419,20031016,no evidence guantanamo detainees tortured ruddock
29420,20030320,police probe tree vandalism
29421,20030701,cowboys fancy chances in player bidding war
29422,20030925,man dies after melbourne stabbing
29423,20030315,one nation president election shelved
29424,20031030,group to offer oyster advice to nsw govt
29425,20031105,cambodian parties form new coalition government
29426,20030219,police cracking down on driver safety
29427,20031231,resource stocks constrain market gains
29428,20031210,labor comments on detention indigenous issues
29429,20031117,england league win serves up double misery for
29430,20030915,fed govt offers qld farmers more drought aid
29431,20030220,claim defence spending priority over health nt
29432,20031015,fiji scrape home against us
29433,20031023,lake boga suffers new algal problem
29434,20030805,unions seek safeguards for casual workers
29435,20030312,man pleads guilty to assault escapes jail term
29436,20031014,mallee fowl figures plummet in wake of drought
29437,20031106,senate stoush looms over building legislation
29438,20030517,iraqis claim they were tortured by coalition
29439,20030323,capriati downs qualifier to move through in miami
29440,20030609,powell stands by trailer claims
29441,20030225,michael jackson sues documentary maker
29442,20031022,cane harvest to finish on upbeat note
29443,20030910,us soldier killed in iraq attack
29444,20030305,cairns casino future looking brighter
29445,20031204,vic police to trial use of stun guns
29446,20030708,bulldogs lose hughes for broncos clash
29447,20030726,beattie commits govt to investigating foster care
29448,20031219,use me or lose me barrichello tells ferrari
29449,20031202,vandalism closes camping ground
29450,20030508,claims rate pegging forcing more focus on user pays
29451,20030603,anonymous donor answers swans funding sos
29452,20031112,vic criticises federal legal aid allocation
29453,20030805,pm to tour nth qld indigenous communities
29454,20031029,tough tour taught proteas need for spin smith
29455,20030510,yemeni gets death for killing three us missionaries
29456,20030812,palestinian pm cuts tour short after suicide blasts
29457,20031020,great lakes development plan likely to spark debate
29458,20030623,community groups to attempt to address long term
29459,20031212,dairy farmers get parmalat assurances
29460,20030523,fingleton breaks down in court
29461,20030723,hodgkins patients risk breast cancer
29462,20030609,hopes fade for un meeting with suu kyi
29463,20030723,us says has near perfect dental id on saddams dead
29464,20030620,prisoner remains at large after petrie escape
29465,20030324,call for cwealth to coordinate energy resource
29466,20030805,nsw govt tackling wild dog problem
29467,20031020,man fails to turn up for court hearing
29468,20031122,al qaeda warns of tokyo attack
29469,20030619,wa govt applauds agreement with bus operators
29470,20031203,british pm to see advance copy of report into
29471,20030607,controversial teen flick banned in australia
29472,20030225,govt gives go ahead for new brisbane cruise ship
29473,20030427,barcelonas xavi out for the rest of the season
29474,20030830,strong winds whip melbourne
29475,20031117,pavarotti to marry again wants another child
29476,20031212,aussie pilot secures fuel in antarctica
29477,20030801,hunter economy performing well
29478,20031208,turley selected as labors mayoral candidate
29479,20030309,iraq scraps more missiles amid us british threat
29480,20030318,mori cops two week ban
29481,20030410,by election results looming
29482,20031105,bush denies hot war in iraq
29483,20030220,greens dump anti terror kits on howards doorstep
29484,20030621, ji members under hambalis command arrested
29485,20031009,geology not serpent behind nagas fireballs
29486,20030915,f s austrian joker berger bows out
29487,20030322,motorcyclist dies after brisbane crash
29488,20030327,battle against drought comes under the microscope
29489,20030710,mallon looks for more lpga wins on canadian soil
29490,20030909,weather hampers timber mill work
29491,20031013,nats to target average family at next election
29492,20030815,reef report prompts call for urgent action
29493,20031127,zimbabwe streak to odi win
29494,20031030,report highlights world heritage area threats
29495,20030505,us iraq administrator visits basra
29496,20031024,gladstone smelter to sign m china deal
29497,20030620,officials face criticism over foster care
29498,20031201,quake hits china at least seven dead
29499,20031208,lets get fair dinkum waugh
29500,20031106,grand prix posts record loss
29501,20030929,mp asked to apologise for farm claims
29502,20030518,nswru to investigate end of season incident
29503,20030307,coroner hands down bushfires finding
29504,20030223,warne appeal to delay naming of replacement
29505,20030618,union not concerned about coal production cut
29506,20030507,pasminco looking to cut production costs in tas
29507,20030527,nt scraps rego levy in budget
29508,20030402,reward offered for missing geelong man
29509,20031017,blast gunshots near indian kashmir chiefs home
29510,20030823,broncos lose swain for warriors clash
29511,20030314,nrl board still considering storm salary cap
29512,20030506,concern over safety of iraqi nuclear material
29513,20030420,spanish opera stars to sing at st petersburg gala
29514,20030509,ryan ditches swimming for radio
29515,20030610,abc former olympian settle damages from defamation
29516,20030831,two islamic militants gunned down in indian capital
29517,20030225,sa to establish anti id theft laws
29518,20030814,toronto wins for clijsters henin hardenne
29519,20031121,nsw police charge man with child sex offences
29520,20031230,british clergy slam white vigilantes bush blair
29521,20031113,jobs go as training group closes
29522,20030509,woman gets bond for accepting secret docs
29523,20030503,gunners pledge fight to the death
29524,20030520,singing at generations gets a voice
29525,20031022,minnelli being sued for spousal abuse
29526,20030716,public urged to address fire safety risk
29527,20030715,australian facing tough challenge gilchrist
29528,20030329,us choppers kill elite saddam troops
29529,20030602,stolen goods identified
29530,20030729,vandals target high school
29531,20030606,all black macdonald out of england test
29532,20030819,fed govt snubs highway funds call
29533,20030219,qantas war plan to cut jobs outrages unions
29534,20030712,man dies in hospital after two car collision
29535,20030910,hunter flu cases on the rise
29536,20031002,schwarzenegger outlines first days as governor
29537,20031120,mp crosses floor over power deregulation
29538,20030815,wallabies to abandon traditional running game jones
29539,20030916,plans afoot to move rescue chopper
29540,20030622,greene cruises in m speedy washington wins m
29541,20031224,suicide bomb in north iraq kills four
29542,20030821,gold coast to capitalise on local sporting ability
29543,20030626,goosen confirms for french tournament
29544,20030921,rocca facing tribunal wipe out
29545,20030407,nsw opposition claims bridge danger cover up
29546,20031211,singers husband charged with domestic violence
29547,20030527,police civilian staff strike spreads
29548,20030427,psv hit graafschap for six
29549,20030910,taxi travellers face price rise
29550,20030716,rezoning paves way for shopping centre plan
29551,20030804,car dealership wins business award
29552,20030711,union says police officers fear being sued
29553,20031010,tv star tommy hanlon jnr loses cancer battle
29554,20030311,skywest slashes staff after posting half year loss
29555,20030530,sorenstam returns to lpga to defend title
29556,20030330,us spokesman lowers death toll in suicide attack
29557,20030821,hookes defends warnes right to train
29558,20030420,molik sets up final date with serna
29559,20030921,ibis cull to start in sydney
29560,20031002,macquarie bank shares jump on uk water buy
29561,20030524,boy killed in cairns railway crossing crash
29562,20030728,sars surveillance to be scaled down
29563,20030605,body thought to be missing man
29564,20031219,senden early mover at moonah links
29565,20031209,springborg to crack down on drunkenness
29566,20030423,warne considering one day return
29567,20031030,coffs harbour urges pacific highway rethink
29568,20031219,love puts hand up against india
29569,20030327,concerns aired over new water charges
29570,20030515,grasshoppers infesting north sa
29571,20030909,interest rates may rise by christmas nab
29572,20031110,prince charles flies home to face mystery scandal
29573,20030326,bush pledges bn aid to mid east
29574,20031020,us soldiers killed in iraq ambush
29575,20030314,govt support for magnesium smelter study
29576,20031202,hockeyroos ready for china
29577,20030917,sleep position expresses our subconscious study
29578,20030317,war will cost howard the lodge lees
29579,20030503,ogilvy trails verplank in new orleans
29580,20030518,bevan takes out nt triathlon
29581,20030810,young labor promises votes in building of second
29582,20030321,france recall michalak and castaignede
29583,20030309,jailhouse dali stolen by prison guard report
29584,20030925,wa wine crush down but vintage looking good
29585,20030608,majority of baghdad treasures recovered officials
29586,20030325,cricket fans welcome home world cup champions
29587,20030225,radcliffe contemplating and marathon in
29588,20030707,council happy with resumed air services
29589,20030403,injured tendulkar dravid out of dhaka series
29590,20030307,council to donate funds to carnival of flowers
29591,20030528,rwandans support proposed constitution
29592,20031124,govt to review diy tax
29593,20030716,hospital plan boosts patient response times
29594,20031222,nauru protesters prepared to die
29595,20031021,solar challengers set up camp after finishing late
29596,20030910,vic police demand fair deal over jobs spill
29597,20031228,england star tindall injured in bath win
29598,20030326,council filling in the funding gaps
29599,20031023,microwave cooking zaps away nutrients study
29600,20031014,moree woman to face drug charges
29601,20030808,jakarta bomber linked to ji
29602,20030904,roddick roars on after rain delays
29603,20031025,enqvist on track for fourth stockholm title
29604,20031010,peter lehmann board toasts hess bid
29605,20030616,hoon sting angers civil liberties but residents
29606,20030905,survey considers indigenous jailing rate
29607,20031113,wooden it be lovely forestry minister says
29608,20030903,amp becomes bemax shareholder
29609,20030304,san francisco top cop resigns over cover up
29610,20030508,rebate offered to encourage water recycling
29611,20030606,man jailed over service station armed robbery
29612,20031217,baths work to begin in february
29613,20030325,protesters police clash outside sth korean
29614,20030416,suicide bombers remain real threat in iraq us
29615,20031215,socceroos close to venezuela friendly deal
29616,20030716,birth centre considers future
29617,20031117,police continue probe into toddler drowning
29618,20030912,smallpox vaccine may inhibit aids spread
29619,20031126,policeman feared clark assault court told
29620,20030716,be wary of vino and ambitious basques lance
29621,20030909,injury blow for england as ferdinand and butt are
29622,20030706,roeder back in charge at hammers
29623,20030226,di canio linked with scottish return
29624,20031009,man charged over bendigo blaze
29625,20030328,south west wine leaves for us
29626,20030822,mine industry rejects poor work conditions claims
29627,20030503,nigerians return to polls
29628,20030803,melbourne police investigate womens deaths
29629,20031015,foreign gas company defends jobs policy
29630,20030814,computer virus has help desk lines running hot
29631,20030418,f split looking more likely says mosley
29632,20030322,govt buildings daubed with anti war graffiti
29633,20031109,victorian liberals woo regional voters
29634,20031209,irrigator blasts water prices
29635,20030718,rural mens health an urgent priority cwa president
29636,20030710,renison bell given longer to balance books
29637,20031018,filipinos protest bush visit
29638,20030813,qld pathologist shortage affecting services ama
29639,20030310,bunbury dardanup join to oppose possible jail
29640,20030801,dumped baby re united with family
29641,20031119,uk us seek to cool transatlantic trade rift
29642,20030522,sydney ports handle record number of containers
29643,20031125,oneill braces for biggest celtic game
29644,20030827,roddicks revenge as henman is beaten
29645,20030515,westralia sailor told to lie inquiry hears
29646,20030507,sa unis struggling to meet demands vice chancellor
29647,20030303,weakened arsenal outgun charlton
29648,20031009,education dept staff strike over job razor plan
29649,20030315,tigers bite dragons
29650,20030608,lyons mp wont be supporting beazley leadership bid
29651,20030630,disease threatens nt wine industry
29652,20030927,lappin lines up for lions
29653,20031104,four charged over homeless mans death
29654,20030928,meteorite probably just space junk astronomer
29655,20030420,hearts break celtic title challenge
29656,20031017,residents want waste left undisturbed
29657,20030312,call for rethink on adult entertainment planning
29658,20030222,jackson leads caps to back to back titles
29659,20030529,mp awaits airport masterplan
29660,20030713,nsw ombudsman to probe police move on powers
29661,20030522,govts reveal plan for reef protection
29662,20030501,irb under attack over sharing world cup profits
29663,20030424,union still concerned about king bros worker
29664,20031020,controversial issues on the table at uniting
29665,20031219,torbay backs kelly amidst reform anger
29666,20030416,costello vows action over hih report
29667,20031006,police say six workers kidnapped from malaysian
29668,20030527,sole crew survivor to face waterfall inquiry
29669,20030511,crows lose carey for lions clash
29670,20030507,port work to allow bigger cruise ships to visit
29671,20031104,ronaldo targets champs league glory
29672,20030928,chinese restaurant ordered to pay million to fired
29673,20030405,australia goes up in davis cup
29674,20030421,large crowd converge on oakbank for easter carnival
29675,20030422,weed find sparks concerns
29676,20030801,smith dominates england again
29677,20031002,mcgrath handed fitness deadline
29678,20031022,man suffers head injuries in lake macquarie
29679,20030911,olyroos go down to turkey
29680,20030331,uk commandos claim success in basra suburb
29681,20030529,project manager appointed to marina plan
29682,20030521,shoaib handed two match tampering ban
29683,20030613,alleged murderer granted bail
29684,20030816,nine wicket kasprowicz claims seasons best
29685,20030912,housing sector slows in june quarter
29686,20030823,venus pulls out of us open
29687,20030417,sedan racing titles head to geraldton
29688,20030504,police await autopsy in suspicious death
29689,20031010,wallabies confident ahead of world cup opener
29690,20030227,firefighters body found after flash flood
29691,20030904,protests aired over closing hours plan
29692,20030710,obrien looking to strike deal with labors right
29693,20031216,christmas spirit lacking as assault cases rise
29694,20030731,police promise speed crackdown
29695,20030224,region goes from drought to flood
29696,20030312,speculation housing industry headed for soft
29697,20030414,identities released of us pows found in iraq
29698,20030425,costello praises tenacity of anzacs at gallipoli
29699,20030724,joint forces to target solomons criminal elements
29700,20031119,dozy flatley welcomes world cup wake up call
29701,20031011,millions tune in to world cup giffin cleared of
29702,20031005,jones unhappy at warm up shut out
29703,20031026,more tas church sex abuse claims predicted
29704,20030901,fare evasion and behaviour on trains to be targeted
29705,20031226,two us soldiers killed in iraq
29706,20030301,ziege making quick recovery from thigh injury
29707,20031216,taiwan opp says no to missile vote
29708,20030228,israeli parliament rubber stamps new cabinet
29709,20030520,arafura games rescheduled for 
29710,20030801,meetings to consider native title claims
29711,20030830,sydney water police find stolen yacht in coffs
29712,20030224,boulami set to be banned iaaf source
29713,20030530,brazil deny choreography censorship
29714,20030613,high hopes for continued aquaculture growth
29715,20030228,rovanpera leads in turkey solberg retires
29716,20030427,man killed in gembrook accident
29717,20030421,french minister insists on no veils in id photos
29718,20031017,call for changes to family law to curb fatherless
29719,20031201,bus service unlikely to start up again
29720,20030815,phillips becomes a saint
29721,20030301,amnesty international accuses solomon is police of
29722,20031208,iraqi officer claims wmd hidden
29723,20030822,andren votes against telstra bill
29724,20030712,chilean experts say blob a sperm whale
29725,20031203,search to begin for north east gold
29726,20031007,man arrested after highway car crash
29727,20030224,vermeulen ready to race
29728,20030805,childcare centre plan overdevelopment
29729,20030616,crocs lure new signtragardh from us
29730,20030706,ruddock kicks off naidoc week with torres strait
